iter	RMSE
606	0.02358008227
607	0.02352871317
608	0.02351715149
609	0.02341909092
610	0.02340865057
611	0.02336439094
612	0.02329129128
613	0.02319415365
614	0.02309034092
615	0.02307917431
616	0.02300944646
617	0.02293942439
618	0.02285175756
619	0.02284019022
620	0.02277964906
621	0.02270064206
622	0.02265566575
623	0.02260457987
624	0.02250836797
625	0.02246221837
626	0.02236657628
627	0.0223056508
628	0.02226573694
629	0.0221853188
630	0.02207104327
631	0.02200421006
632	0.02194703704
633	0.02188266219
634	0.02187272669
635	0.02180501659
636	0.02174100435
637	0.02164524778
638	0.0215995782
639	0.02155530274
640	0.02146891649
641	0.02139356765
642	0.02132896687
643	0.02124090605
644	0.02113940545
645	0.02112867054
646	0.02107692486
647	0.02102693083
648	0.02096295454
649	0.02091861988
650	0.02086555125
651	0.02078403155
652	0.02070065873
653	0.02066641912
654	0.02064941616
655	0.0205871567
656	0.02050874887
657	0.0204347811
658	0.02042572315
659	0.02036834553
660	0.02031528387
661	0.02026396301
662	0.02025555018
663	0.02019039942
664	0.02017176381
665	0.02010183148
666	0.0200648071
667	0.01999839665
668	0.01993903238
669	0.01984810224
670	0.01978697192
671	0.01969902266
672	0.01969135321
673	0.01968233483
674	0.019616743
675	0.01954004899
676	0.01946992466
677	0.0194063378
678	0.01935314854
679	0.01929404839
680	0.01925174608
681	0.01920063177
682	0.01909828476
683	0.01909166019
684	0.0190258545
685	0.01896872802
686	0.01895956968
687	0.01893133936
688	0.01892425762
689	0.01886172231
690	0.01882048301
691	0.01881283892
692	0.01874651476
693	0.01864897198
694	0.01859044868
695	0.01858250003
696	0.01857401361
697	0.01856690116
698	0.01855862804
699	0.01850623578
700	0.01844700251
701	0.01836372773
702	0.01829017799
703	0.01824281994
704	0.01816703244
705	0.01811862982
706	0.01811123335
707	0.01805342867
708	0.01799872776
709	0.01799001218
710	0.01798254089
711	0.01797088295
712	0.01789340383
713	0.01781230494
714	0.01775385667
715	0.01769372052
716	0.01762956708
717	0.01757658668
718	0.01751699553
719	0.01749345111
720	0.0174538632
721	0.01744590528
722	0.01740400162
723	0.01733727323
724	0.0172903964
725	0.01726082087
726	0.01721000837
727	0.01720047907
728	0.0171228727
729	0.01711602598
730	0.01705022545
731	0.01701924723
732	0.01697896143
733	0.01692795136
734	0.01691286272
735	0.01690756395
736	0.01682868155
737	0.01678498126
738	0.01671470863
739	0.01667046925
740	0.01664160605
741	0.01657564649
742	0.01651418066
743	0.01650812593
744	0.01646257551
745	0.01645673439
746	0.01639622745
747	0.01637827096
748	0.01633973285
749	0.01630551179
750	0.0162467267
751	0.01623655288
752	0.01617248179
753	0.01612930392
754	0.01610316208
755	0.01604801194
756	0.01601742771
757	0.01601009479
758	0.01596213728
759	0.01595741972
760	0.01590707314
761	0.01588315865
762	0.01584956951
763	0.01582396417
764	0.01576103531
765	0.01575756651
766	0.01570400696
767	0.01566663008
768	0.01560013914
769	0.0155928612
770	0.01556134839
771	0.01551636977
772	0.01548553647
773	0.01545428938
774	0.01541370381
775	0.0154075894
776	0.01540218823
777	0.01533342172
778	0.01532686213
779	0.01526570031
780	0.01521638712
781	0.01516270237
782	0.01511092885
783	0.01508138246
784	0.01505904373
785	0.01503319251
786	0.01497438559
787	0.01495034293
788	0.01490469685
789	0.0148677076
790	0.014861287
791	0.01482355274
792	0.01481669493
793	0.01476435251
794	0.01470547885
795	0.01469973758
796	0.01464435154
797	0.01459756316
798	0.0145605837
799	0.0145530497
800	0.0144950555
801	0.01446962671
802	0.01446558987
803	0.01445706834
804	0.01444866341
805	0.01439860827
806	0.01432503507
807	0.01431989142
808	0.01426484781
809	0.01426095732
810	0.01425652608
811	0.01421706082
812	0.01418920441
813	0.01418048805
814	0.01415303943
815	0.01410912845
816	0.01408462261
817	0.01406234753
818	0.01402404356
819	0.01402009941
820	0.01396436036
821	0.01391337613
822	0.01390858844
823	0.01388441025
824	0.01383874642
825	0.01378799348
826	0.01374084489
827	0.01373454547
828	0.01372937939
829	0.01372458884
830	0.01367219223
831	0.01366780673
832	0.01363353837
833	0.01358669126
834	0.01354976415
835	0.01353385382
836	0.01347135395
837	0.0134333315
838	0.0134288741
839	0.01338364815
840	0.01333858124
841	0.01330152689
842	0.01328589552
843	0.01324677347
844	0.01321265342
845	0.01317421645
846	0.01315320795
847	0.01312072544
848	0.01306576148
849	0.01301437313
850	0.01298772309
851	0.01293282393
852	0.01289621997
853	0.01289102525
854	0.01284906526
855	0.01282193753
856	0.0128125981
857	0.01277936278
858	0.01277405246
859	0.01273891509
860	0.0126962597
861	0.01265344311
862	0.01262571242
863	0.01259319491
864	0.01256301238
865	0.01252832591
866	0.01250989266
867	0.01247972459
868	0.01244335514
869	0.01239013423
870	0.01238294524
871	0.01236383705
872	0.01233506038
873	0.01229702047
874	0.01226141065
875	0.01222567744
876	0.01218670366
877	0.01218128429
878	0.01215523896
879	0.01212392836
880	0.01212022795
881	0.01207645507
882	0.01203685796
883	0.01199827562
884	0.01197684936
885	0.01193476128
886	0.01188664095
887	0.01184312334
888	0.01181350445
889	0.0117888646
890	0.01178524534
891	0.01175083348
892	0.01173760183
893	0.01169894697
894	0.01166068073
895	0.01162376819
896	0.01159035838
897	0.01156210789
898	0.0115597095
899	0.01154291246
900	0.01149494117
901	0.01146134499
902	0.01143150046
903	0.01139930276
904	0.01137222317
905	0.01133754831
906	0.01130797793
907	0.01128746079
908	0.01126722077
909	0.01126364446
910	0.01123773124
911	0.01119500011
912	0.01119196371
913	0.01116566299
914	0.01116327223
915	0.0111373733
916	0.01110299358
917	0.01109091269
918	0.0110826138
919	0.01106582466
920	0.01103140089
921	0.01101863829
922	0.01101437485
923	0.01100908144
924	0.01100584868
925	0.01097759924
926	0.01097251556
927	0.01093652261
928	0.01090793544
929	0.01090580269
930	0.01090134035
931	0.01087653267
932	0.0108536349
933	0.01081432034
934	0.01076774141
935	0.01074929411
936	0.01071207745
937	0.01067843017
938	0.01064885297
939	0.01062488556
940	0.01058680645
941	0.01057269761
942	0.01057047738
943	0.0105224225
944	0.01052041122
945	0.01049030873
946	0.01048449837
947	0.01046878069
948	0.01043237266
949	0.01040375473
950	0.01036508484
951	0.01036278571
952	0.0103305484
953	0.01032909069
954	0.01030729707
955	0.01027433644
956	0.01023734451
957	0.01020955794
958	0.01018442517
959	0.01018184219
960	0.01015788931
961	0.01015581777
962	0.0101289644
963	0.01009698912
964	0.01007413204
965	0.01006276609
966	0.01003420009
967	0.01003062194
968	0.01002001411
969	0.01000216254
970	0.009979915192
971	0.009954924787
972	0.00991849864
973	0.009892794976
974	0.009867609458
975	0.009837246286
976	0.009814486355
977	0.009803375932
978	0.009765707203
979	0.00972467379
980	0.009703939279
981	0.009700491404
982	0.009676654536
983	0.009646858448
984	0.009643922535
985	0.009611319996
986	0.009576412777
987	0.009537208925
988	0.009507490315
989	0.009505950098
990	0.009482045264
991	0.009448294807
992	0.009434657893
993	0.009413983911
994	0.009393114831
995	0.00939000811
996	0.009387701218
997	0.009371962415
998	0.00935626727
999	0.009328205743
1000	0.009303405577
1001	0.009275986709
1002	0.009233332064
1003	0.009231466342
1004	0.009214868358
1005	0.009192874999
1006	0.009174829577
1007	0.009148538268
1008	0.009124557793
1009	0.009122822551
1010	0.009103044879
1011	0.009097928534
1012	0.009083677285
1013	0.009082780899
1014	0.009043259824
1015	0.009024960714
1016	0.009023040066
1017	0.009010230933
1018	0.00897542421
1019	0.008972307029
1020	0.008942134704
1021	0.008921691099
1022	0.008902378617
1023	0.008873955853
1024	0.008848081012
1025	0.008844711521
1026	0.008809594078
1027	0.008808229261
1028	0.008777434975
1029	0.008771306142
1030	0.008767759861
1031	0.008751021012
1032	0.00873504856
1033	0.00873360918
1034	0.008730999728
1035	0.008707908542
1036	0.008689996012
1037	0.008688358126
1038	0.008678676901
1039	0.008659864454
1040	0.008634091108
1041	0.008615875267
1042	0.008592134271
1043	0.008585203479
1044	0.008554699544
1045	0.0085404852
1046	0.00852416586
1047	0.008521793688
1048	0.008492715681
1049	0.00849051816
1050	0.008466302006
1051	0.008444083347
1052	0.008435134743
1053	0.008406396404
1054	0.008404935551
1055	0.008394033072
1056	0.00839211965
1057	0.008375850775
1058	0.008356487848
1059	0.008342118671
1060	0.008313682952
1061	0.008312018796
1062	0.008294898962
1063	0.008273292604
1064	0.008246272256
1065	0.00823567638
1066	0.008234012945
1067	0.008209046696
1068	0.008187209775
1069	0.008172203981
1070	0.008168879793
1071	0.008165095153
1072	0.008136083702
1073	0.008110066624
1074	0.008108364119
1075	0.008084552348
1076	0.008083366393
1077	0.008067742876
1078	0.008032992856
1079	0.008008392052
1080	0.00799336973
1081	0.007971380006
1082	0.007946304955
1083	0.007944595065
1084	0.007938170579
1085	0.007916200226
1086	0.007910765659
1087	0.00790155202
1088	0.007876516188
1089	0.007856018291
1090	0.007847700681
1091	0.007827046624
1092	0.007813953982
1093	0.007793115721
1094	0.007789931816
1095	0.007763254709
1096	0.007738197986
1097	0.007713290179
1098	0.007695767555
1099	0.007680377655
1100	0.007664948193
1101	0.007651591353
1102	0.007648679696
1103	0.007646360304
1104	0.007622163705
1105	0.007605724316
1106	0.007587571241
1107	0.007569723494
1108	0.007561383733
1109	0.007557695599
1110	0.007554974557
1111	0.007543976523
1112	0.007533567439
1113	0.007501909166
1114	0.007478877581
1115	0.007473681814
1116	0.007451116831
1117	0.007437967834
1118	0.007422499543
1119	0.007418530064
1120	0.007417118356
1121	0.007414646595
1122	0.007390464023
1123	0.007377454788
1124	0.007347956751
1125	0.007326236878
1126	0.007299396284
1127	0.007278976982
1128	0.007261317497
1129	0.007242205454
1130	0.007231662158
1131	0.007208841805
1132	0.00718724613
1133	0.007156035292
1134	0.007138042442
1135	0.007123891737
1136	0.007113551631
1137	0.007098580081
1138	0.007083177671
1139	0.007068065994
1140	0.007065860969
1141	0.007063643775
1142	0.007037021225
1143	0.007021910459
1144	0.007020177837
1145	0.007018625889
1146	0.007004902347
1147	0.007003798296
1148	0.006986646253
1149	0.00698557466
1150	0.006970879693
1151	0.00696870892
1152	0.006943169866
1153	0.006920663402
1154	0.006919838038
1155	0.006905330951
1156	0.006893316374
1157	0.006891112199
1158	0.00687536848
1159	0.006857540184
1160	0.006841774089
1161	0.006825462317
1162	0.006823221281
1163	0.006803638137
1164	0.006792359476
1165	0.006790830126
1166	0.006787293479
1167	0.006772303731
1168	0.006745474473
1169	0.006735499783
1170	0.006717667029
1171	0.006688927272
1172	0.006669192612
1173	0.006667599003
1174	0.006650400058
1175	0.006648781133
1176	0.0066474812
1177	0.006624601809
1178	0.006611641806
1179	0.006598824395
1180	0.006584039012
1181	0.006576828864
1182	0.006566140821
1183	0.006556832038
1184	0.006550560174
1185	0.006549443355
1186	0.006534106315
1187	0.006532161714
1188	0.006523679102
1189	0.006506813729
1190	0.006494047959
1191	0.006484249319
1192	0.006462453628
1193	0.006448151378
1194	0.006440379419
1195	0.006430417011
1196	0.00641594047
1197	0.006412398029
1198	0.006399155946
1199	0.006386692809
1200	0.006370119252
1201	0.006356188859
1202	0.006343035288
1203	0.0063286989
1204	0.006311489491
1205	0.006309227754
1206	0.006308299625
1207	0.006291299837
1208	0.00627886868
1209	0.006254513003
1210	0.006245033946
1211	0.00622354602
1212	0.006211522703
1213	0.006197802859
1214	0.006176304016
1215	0.006157749497
1216	0.006139902529
1217	0.006124146593
1218	0.006105940013
1219	0.006092477959
1220	0.006090905882
1221	0.006089118053
1222	0.006070038686
1223	0.006068849381
1224	0.006051926238
1225	0.006039302642
1226	0.006021480894
1227	0.006019336732
1228	0.006006684691
1229	0.006001320874
1230	0.006000213575
1231	0.005988536965
1232	0.005985471337
1233	0.005983511603
1234	0.005970547649
1235	0.005968457496
1236	0.00596714011
1237	0.005952779926
1238	0.005942333654
1239	0.005940768214
1240	0.00593402329
1241	0.005933085159
1242	0.005924197969
1243	0.00590311403
1244	0.005886836031
1245	0.005876243263
1246	0.005864026101
1247	0.00585382123
1248	0.005852644895
1249	0.005839844687
1250	0.005836624209
1251	0.005828221838
1252	0.005813323731
1253	0.005809661955
1254	0.005808761787
1255	0.005802608309
1256	0.005801348909
1257	0.005799650499
1258	0.005790459407
1259	0.00578921594
1260	0.005767177243
1261	0.005765898035
1262	0.005764678925
1263	0.005754943112
1264	0.00574540758
1265	0.005744543641
1266	0.005744009384
1267	0.005734537652
1268	0.005725604452
1269	0.005724359024
1270	0.005717018448
1271	0.005716149047
1272	0.005715466032
1273	0.005711893265
1274	0.00570144667
1275	0.005700628446
1276	0.0056878668
1277	0.005686353959
1278	0.005670539303
1279	0.005657347939
1280	0.005656185652
1281	0.005638193098
1282	0.005629573887
1283	0.005614687742
1284	0.005607515824
1285	0.005606128121
1286	0.005588928032
1287	0.005579911929
1288	0.005566517304
1289	0.005558840577
1290	0.005546239977
1291	0.005535008891
1292	0.005525071975
1293	0.005522173752
1294	0.005520032478
1295	0.005508317638
1296	0.005498737378
1297	0.005495012636
1298	0.005492928566
1299	0.005482917929
1300	0.005465499937
1301	0.005448529423
1302	0.005441177047
1303	0.005432945133
1304	0.005431898602
1305	0.005419415485
1306	0.005408344293
1307	0.005407410031
1308	0.005405657356
1309	0.005387332373
1310	0.005386201749
1311	0.005365129218
1312	0.005355390225
1313	0.005347213407
1314	0.005331884646
1315	0.005330970792
1316	0.005329173165
1317	0.005317176481
1318	0.005301668167
1319	0.005300274288
1320	0.00528738111
1321	0.005274868772
1322	0.005253011415
1323	0.005240902165
1324	0.005228745551
1325	0.005221270501
1326	0.005219877521
1327	0.005218949277
1328	0.005203214385
1329	0.005201354478
1330	0.005185905128
1331	0.005168742171
1332	0.005157371936
1333	0.005147241357
1334	0.005136443342
1335	0.005123333618
1336	0.00511138405
1337	0.005108698715
1338	0.00510737569
1339	0.005099703961
1340	0.005094629246
1341	0.005086471019
1342	0.005085828716
1343	0.005076960105
1344	0.005075798988
1345	0.005062318701
1346	0.005055720346
1347	0.005048575393
1348	0.005046921891
1349	0.005035116709
1350	0.005018385198
1351	0.005017669858
1352	0.005008437509
1353	0.005007567653
1354	0.004999716954
1355	0.004987604624
1356	0.004986341548
1357	0.004985830817
1358	0.004977339434
1359	0.004968687185
1360	0.004968273917
1361	0.004962166823
1362	0.004958864703
1363	0.00495429443
1364	0.004940425402
1365	0.004939818526
1366	0.004930804705
1367	0.004921312867
1368	0.004920437235
1369	0.004909413234
1370	0.004901504755
1371	0.004899985634
1372	0.004887784329
1373	0.004871956357
1374	0.004864450096
1375	0.004848293734
1376	0.004847555116
1377	0.004835474065
1378	0.004834279943
1379	0.004822146778
1380	0.004811173619
1381	0.004810176994
1382	0.004795739704
1383	0.00478771237
1384	0.004781013379
1385	0.004780306576
1386	0.004770439037
1387	0.004769923577
1388	0.00476822472
1389	0.004767302427
1390	0.004765582939
1391	0.004763070349
1392	0.004755208158
1393	0.004751791872
1394	0.004748248664
1395	0.004734768546
1396	0.004724711919
1397	0.004724350596
1398	0.004717827589
1399	0.004710966963
1400	0.004702984872
1401	0.004690954254
1402	0.004690532546
1403	0.004680460585
1404	0.004678899854
1405	0.004678635646
1406	0.00467763575
1407	0.004666717066
1408	0.004659115024
1409	0.004658210798
1410	0.004657088142
1411	0.004648075703
1412	0.004636447692
1413	0.004635832077
1414	0.004623089056
1415	0.004609808961
1416	0.0046050296
1417	0.004591971688
1418	0.004581648986
1419	0.004580307311
1420	0.004577377966
1421	0.004563627015
1422	0.004562771467
1423	0.004554252576
1424	0.004538712025
1425	0.004528833756
1426	0.004518213184
1427	0.004516941141
1428	0.004495572998
1429	0.004489050679
1430	0.004480009197
1431	0.00447937154
1432	0.004468624298
1433	0.004467142707
1434	0.004466011546
1435	0.004464434034
1436	0.004461164316
1437	0.004460124804
1438	0.004450307684
1439	0.004435473856
1440	0.004425239111
1441	0.004419320019
1442	0.004418777518
1443	0.004417503263
1444	0.004416629995
1445	0.00440503251
1446	0.004404173628
1447	0.004396152324
1448	0.00439536463
1449	0.004389576068
1450	0.004388321977
1451	0.004386785819
1452	0.004386429339
1453	0.004372698411
1454	0.004360434732
1455	0.004357973785
1456	0.004357087714
1457	0.004355987992
1458	0.004347222479
1459	0.004346612267
1460	0.004346159856
1461	0.004335137772
1462	0.004321252322
1463	0.004312754219
1464	0.004305984531
1465	0.004304097889
1466	0.004303197776
1467	0.004290602869
1468	0.004289746595
1469	0.004289005486
1470	0.004288208655
1471	0.004285283465
1472	0.00427836144
1473	0.004277803726
1474	0.004276128379
1475	0.004275181714
1476	0.004266846123
1477	0.004257003995
1478	0.004247339894
1479	0.004246322208
1480	0.004240168576
1481	0.004239360275
1482	0.004232664087
1483	0.00423214013
1484	0.004231537002
1485	0.004228725354
1486	0.004218629431
1487	0.004216987877
1488	0.004209588193
1489	0.004209242959
1490	0.004199520816
1491	0.004184266171
1492	0.004183631039
1493	0.004179054068
1494	0.004169785686
1495	0.004169356706
1496	0.004166026667
1497	0.004155972361
1498	0.00414700968
1499	0.004146445988
